SampleID	Cruise	Station	Date	Time	Latitude	Longitude	Depth	Bottom_Depth	Temperature	Salinity	Oxygen	Silicate	NO2	NO3	NOx	NH3	PO4	PAR	Chlorophyll
S0493	GA10	10	12/11/10	7:08:00	36.450	13.220	80.900	4913.000	14.562	35.340	247.805	1.717	0.137	1.307	1.444		0.351		0.060
S0494	GA10	10	12/11/10	7:08:00	36.450	13.220	100.900	4913.000	14.204	35.265	246.829	1.746	0.215	1.746	1.961		0.390		0.000
S0495	GA10	11	15/11/10	2:37:00	39.256	7.725	6.100	5300.000	13.833	35.176	253.756	1.541	0.098	2.039	2.137		0.361		0.079
S0496	GA10	11	15/11/10	2:37:00	39.256	7.725	21.400	5300.000	13.678	35.173	253.268	1.532	0.107	2.039	2.146		0.361		0.158
S0497	GA10	11	15/11/10	2:37:00	39.256	7.725	51.200	5300.000	13.578	35.168	253.268	1.541	0.117	2.156	2.273		0.371		
S0498	GA10	11	15/11/10	2:37:00	39.256	7.725	71.300	5300.000	13.565	35.167	252.390	1.551	0.117	2.205	2.322		0.380		0.134
S0499	GA10	11	15/11/10	2:37:00	39.256	7.725	91.500	5300.000	13.558	35.166	252.000	1.551	0.127	2.215	2.341		0.390		
S0500	GA10	11	15/11/10	2:37:00	39.256	7.725	121.100	5300.000	13.116	35.093	249.854	1.834	0.234	3.337	3.571		0.468		
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
